candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
554303 2-H7_S187_L001_R1_001_263464	440		216888	95.20	440
554338 1-D3_S39_L001_R1_001_55385	440		183107	97.30	440
555547 2-A4_S100_L001_R1_001_468815	443		151203	89.60	443
555945 2-F11_S167_L001_R1_001_400	439		289730	98.20	439
556240 2-B10_S118_L001_R1_001_2828859	441		197460	93.70	441
557978 1-H5_S89_L001_R1_001_3734531	465		316765	92.30	465
558170 2-D10_S142_L001_R1_001_1235158	465		756593	94.40	465
558420 1-G1_S73_L001_R1_001_3297663	443		302431	93.70	443
558444 2-G10_S178_L001_R1_001_189909	440		522863	95.70	440
558839 1-D8_S44_L001_R1_001_1525640	460		851822	92.00	460
559302 2-E1_S145_L001_R1_001_847842	443		295070	95.70	443
559527 2-B4_S112_L001_R1_001_1674572	445		2088685	90.80	445
560336 2-B5_S113_L001_R1_001_1219345	460		4348122	95.00	460
560535 2-D5_S137_L001_R1_001_31065	440		185306	94.50	440
560873 2-A4_S100_L001_R1_001_463700	443		350341	94.10	443
561171 2-F11_S167_L001_R1_001_396	440		183107	96.40	440
561312 2-F11_S167_L001_R1_001_17296	440		522863	96.10	440
561607 1-H8_S92_L001_R1_001_1086975	441		176499	94.30	441
561636 1-H5_S89_L001_R1_001_3728151	465		4399328	94.00	465
562038 2-H4_S184_L001_R1_001_1861781	440		297872	97.00	440
562410 2-E9_S153_L001_R1_001_563926	444		224379	91.20	444
562900 1-A11_S11_L001_R1_001_1022345	440		328282	93.40	440
563086 2-A1_S97_L001_R1_001_1195806	440		216888	96.40	440
564140 2-A8_S104_L001_R1_001_2953964	460		194286	92.40	460
564320 2-D7_S139_L001_R1_001_4527907	443		362948	98.90	443
564334 2-F3_S159_L001_R1_001_1145554	442		182420	92.80	442
564806 1-E7_S55_L001_R1_001_754791	440		216888	95.00	440
564941 1-B8_S20_L001_R1_001_349968	443		325539	93.50	443
565289 2-G10_S178_L001_R1_001_189910	464		4382457	91.40	464
565357 2-F1_S157_L001_R1_001_2079438	440		3931706	94.10	440
566243 2-E11_S155_L001_R1_001_421851	465		289174	95.50	465
566899 2-F12_S168_L001_R1_001_3704814	381		303571	92.40	381
567226 1-D3_S39_L001_R1_001_45237	460		520632	96.50	460
567715 1-F5_S65_L001_R1_001_78737	440		193666	96.60	440
567974 2-F3_S159_L001_R1_001_1147571	442		182420	93.90	442
568118 1-D3_S39_L001_R1_001_45496	460		851822	92.60	460
568952 2-B7_S115_L001_R1_001_997000	440		186510	97.50	440
569210 1-F5_S65_L001_R1_001_66376	440		216888	95.90	440
569244 1-C4_S28_L001_R1_001_1009189	465		313733	90.10	465
570049 2-H7_S187_L001_R1_001_240630	440		183107	98.60	440
570341 1-G11_S83_L001_R1_001_390770	443		302431	94.60	443
570507 2-F11_S167_L001_R1_001_261	440		193666	98.90	440
571081 2-A4_S100_L001_R1_001_465752	440		183107	95.90	440
571111 1-G11_S83_L001_R1_001_398380	440		287907	96.60	440
571165 2-E4_S148_L001_R1_001_718975	443		301630	92.60	443
571178 2-G10_S178_L001_R1_001_187188	440		297872	96.80	440
571406 1-D3_S39_L001_R1_001_43585	464		4382457	89.00	464
571642 1-E9_S57_L001_R1_001_1869179	224	No search results.
571965 1-H7_S91_L001_R1_001_4458778	440		289407	95.00	440
572237 1-C3_S27_L001_R1_001_1114189	443		4455886	94.10	443
572476 2-F11_S167_L001_R1_001_1373	460		183870	99.80	460
572751 1-G11_S83_L001_R1_001_386153	440		851865	93.60	440
572860 1-C1_S25_L001_R1_001_2276377	440		261016	97.00	440
573110 2-F11_S167_L001_R1_001_17307	440		216888	95.70	440
573214 1-H9_S93_L001_R1_001_911435	465		4413327	90.10	465
573803 2-F10_S166_L001_R1_001_1415832	440		294709	97.30	440
574038 2-A7_S103_L001_R1_001_319510	440		216888	96.10	440
574122 1-D8_S44_L001_R1_001_1517661	442		182420	91.60	442
574528 1-C3_S27_L001_R1_001_1117496	436		4434334	99.50	436
574689 1-C9_S33_L001_R1_001_2632543	440		216888	96.40	440
575028 1-B1_S13_L001_R1_001_1611392	465		73760	94.40	465
575041 2-G10_S178_L001_R1_001_182277	460		529442	90.90	460
575261 2-D8_S140_L001_R1_001_3102975	440		3931706	96.10	440
577110 2-G1_S169_L001_R1_001_4569919	443		295070	96.40	443
577170 2-B2_S110_L001_R1_001_438997	460		4348122	93.70	460
577294 2-E12_S156_L001_R1_001_3798116	460		194286	91.50	460
577380 1-H3_S87_L001_R1_001_612668	443		131533	87.40	443
577406 1-G7_S79_L001_R1_001_2030415	440		183107	95.50	440
577512 2-F11_S167_L001_R1_001_5219	441		289569	97.50	441
578016 2-B12_S120_L001_R1_001_127858	460		194286	92.80	460
578457 2-D10_S142_L001_R1_001_1226450	440		512191	96.10	440
578649 2-A1_S97_L001_R1_001_1188448	440		190084	96.10	440
578756 2-D7_S139_L001_R1_001_4509737	442		4453725	91.90	442
578960 2-G4_S172_L001_R1_001_3080679	440		183107	96.40	440
579293 2-D5_S137_L001_R1_001_34604	441		258203	92.50	441
579366 1-E3_S51_L001_R1_001_1836420	439		157382	91.60	439
579431 2-B6_S114_L001_R1_001_317462	439		522863	95.90	439
579452 2-A1_S97_L001_R1_001_1193239	440		197460	96.40	440
579541 2-E2_S146_L001_R1_001_811873	440		293471	92.50	440
579587 2-E9_S153_L001_R1_001_559507	440		851865	98.90	440
579608 2-F11_S167_L001_R1_001_20189	465		316765	91.80	465
579750 1-D2_S38_L001_R1_001_3583717	440		190084	95.70	440
579851 2-G11_S179_L001_R1_001_3521674	464		4382457	89.40	464
580008 2-F11_S167_L001_R1_001_1117	464		4465473	90.90	464
580044 2-C2_S122_L001_R1_001_4033035	440		512191	95.90	440
580090 1-E6_S54_L001_R1_001_2609937	441		297872	96.80	441
580121 1-A11_S11_L001_R1_001_1020011	443		263546	92.30	443
580521 1-F5_S65_L001_R1_001_71331	441		176582	95.70	441
580629 1-A8_S8_L001_R1_001_284054	460		183870	92.80	460
580907 2-B7_S115_L001_R1_001_982107	438		4466135	92.50	438
580920 2-D11_S143_L001_R1_001_3609066	443		303937	93.70	443
581003 2-D5_S137_L001_R1_001_30497	440		181121	96.80	440
581014 1-C11_S35_L001_R1_001_4640852	439		183107	96.10	439
581079 2-E11_S155_L001_R1_001_437102	443		263546	96.60	443
581201 2-F7_S163_L001_R1_001_2928800	443		292725	91.60	443
581265 2-B2_S110_L001_R1_001_440148	443		263546	94.60	443
581474 2-A3_S99_L001_R1_001_2775018	465		1668820	93.80	465
581782 1-F2_S62_L001_R1_001_3024805	465		289174	95.10	465
581933 1-F5_S65_L001_R1_001_90237	443		263546	95.90	443
582089 1-G1_S73_L001_R1_001_3331709	442		325539	92.50	442
582630 1-G9_S81_L001_R1_001_1814804	440		4432516	97.30	440
583089 1-A10_S10_L001_R1_001_2972482	440		193666	96.80	440
583117 2-H7_S187_L001_R1_001_255215	460		183870	95.40	460
583134 2-H7_S187_L001_R1_001_259601	443		567229	93.70	443
583398 2-F11_S167_L001_R1_001_1001	440		183107	95.90	440
583500 1-D3_S39_L001_R1_001_60657	440		197460	95.90	440
583572 1-C8_S32_L001_R1_001_2571157	443		303571	96.80	443
583656 2-B12_S120_L001_R1_001_147051	460		183870	95.00	460
583746 1-F7_S67_L001_R1_001_3700688	445		215040	94.40	445
583958 2-D3_S135_L001_R1_001_164892	440		3931706	96.10	440
583974 1-B8_S20_L001_R1_001_361829	440		512191	95.20	440
584083 1-G12_S84_L001_R1_001_2747003	444		303937	93.70	444
584137 2-B10_S118_L001_R1_001_2837752	442		522863	94.60	442
584375 1-D3_S39_L001_R1_001_44625	449		639310	91.30	449
584463 2-B12_S120_L001_R1_001_126307	443		183107	95.30	443
584484 1-B3_S15_L001_R1_001_1251720	460		304263	90.40	460
584516 2-H7_S187_L001_R1_001_268222	442		4453725	93.70	442
584765 1-B8_S20_L001_R1_001_361794	439		512191	96.10	439
584951 1-G11_S83_L001_R1_001_382651	440		851865	95.50	440
585220 1-F7_S67_L001_R1_001_3696480	464		4382457	90.50	464
585227 2-F11_S167_L001_R1_001_1958	442		182420	94.30	442
585480 2-F11_S167_L001_R1_001_5309	440		183107	93.60	440
585914 1-D3_S39_L001_R1_001_55772	460		194286	93.30	460
585989 1-A8_S8_L001_R1_001_280668	465		514182	90.30	465
586271 2-H1_S181_L001_R1_001_3429942	440		311952	94.80	440
586290 2-B8_S116_L001_R1_001_536231	439		512191	95.20	439
586453 2-D5_S137_L001_R1_001_36372	443		4426850	90.50	443
586517 2-H7_S187_L001_R1_001_273927	443		1130573	93.90	443
586525 2-F11_S167_L001_R1_001_14335	440		851865	93.40	440
586920 1-A1_S1_L001_R1_001_2462991	440		216888	95.20	440
586968 1-H9_S93_L001_R1_001_918510	465		518033	90.80	465
587269 2-A11_S107_L001_R1_001_1636800	440		183107	95.70	440
587530 2-F11_S167_L001_R1_001_7120	464		4382457	91.40	464
587933 2-B8_S116_L001_R1_001_536836	464		4465473	91.60	464
588197 2-B6_S114_L001_R1_001_309417	465		518033	94.00	465
588216 1-F6_S66_L001_R1_001_117060	465		289174	95.30	465
588429 2-F11_S167_L001_R1_001_10582	440		216888	96.60	440
588471 2-F12_S168_L001_R1_001_3722401	446		234298	96.60	446
588929 2-C4_S124_L001_R1_001_1588168	460		851822	92.60	460
589071 1-D3_S39_L001_R1_001_45006	460		183870	99.60	460
589076 2-F6_S162_L001_R1_001_4633020	443		185670	99.50	443
589215 1-D3_S39_L001_R1_001_43832	440		183107	96.40	440
589277 2-H7_S187_L001_R1_001_247720	460		4348122	93.30	460
589282 1-E6_S54_L001_R1_001_2610964	440		851865	99.10	440
589313 2-E3_S147_L001_R1_001_683117	440		183107	95.20	440
589329 2-E8_S152_L001_R1_001_1915357	460		851822	92.40	460
589852 2-F11_S167_L001_R1_001_780	440		297872	97.30	440
589989 1-F8_S68_L001_R1_001_2215481	443		3302038	94.40	443
591399 1-A8_S8_L001_R1_001_276936	440		197460	96.60	440
591439 1-D3_S39_L001_R1_001_48773	439		319260	96.60	439
591540 2-F11_S167_L001_R1_001_4213	440		184661	95.00	440
591635 2-B12_S120_L001_R1_001_145298	440		174924	91.40	440
591671 2-G4_S172_L001_R1_001_3059517	440		261016	93.90	440
591731 1-C12_S36_L001_R1_001_3996758	442		347357	92.50	442
591785 2-E9_S153_L001_R1_001_571963	460		551008	92.20	460
591818 2-G10_S178_L001_R1_001_173341	439		293471	92.00	439
592139 1-F1_S61_L001_R1_001_1445423	443		302431	94.10	443
592170 2-F11_S167_L001_R1_001_15847	440		193666	96.80	440
592572 2-A11_S107_L001_R1_001_1633733	440		193666	95.50	440
592616 1-F5_S65_L001_R1_001_67012	464		4465473	94.00	464
592913 1-H11_S95_L001_R1_001_1491537	443		4338161	92.10	443
592917 1-H9_S93_L001_R1_001_925828	162	No search results.
592933 2-B12_S120_L001_R1_001_148525	440		183107	95.20	440
593043 2-F6_S162_L001_R1_001_4621733	226	No search results.
593376 1-D3_S39_L001_R1_001_44788	465		1668820	97.60	465
593422 2-C10_S130_L001_R1_001_2874750	439		289730	91.60	439
593803 2-F11_S167_L001_R1_001_910	465		316765	92.50	465
593977 1-F5_S65_L001_R1_001_87831	440		529506	95.70	440
594227 2-E11_S155_L001_R1_001_421889	439		193666	97.00	439
59563 2-F10_S166_L001_R1_001_1404222	464		715138	94.40	464
606927 2-F11_S167_L001_R1_001_23	439		289730	98.40	439
608377 2-A11_S107_L001_R1_001_1646506	442		4453725	92.30	442
609964 2-E10_S154_L001_R1_001_3458185	439		14283	90.40	439
617739 2-E3_S147_L001_R1_001_674228	446		366392	91.90	446
620319 2-G10_S178_L001_R1_001_174077	441		159007	97.50	441
621472 2-F11_S167_L001_R1_001_6078	441		297872	96.40	441
621829 2-F11_S167_L001_R1_001_16251	465		514182	90.30	465
622256 1-E5_S53_L001_R1_001_1745225	438		290018	97.70	438
627481 2-F6_S162_L001_R1_001_4624630	441		114578	88.40	441
627902 2-H6_S186_L001_R1_001_1141353	440		592682	93.60	440
628226 2-E9_S153_L001_R1_001_569689	439		289730	97.90	439
631764 2-D1_S133_L001_R1_001_4349015	439		724147	90.40	439
644244 2-G10_S178_L001_R1_001_175563	443		575681	96.60	443
646499 2-A1_S97_L001_R1_001_1184009	440		159007	96.40	440
646800 1-A3_S3_L001_R1_001_1932539	446		366392	91.50	446
647215 1-C12_S36_L001_R1_001_4030534	443		263546	94.40	443
655793 2-A11_S107_L001_R1_001_1645982	442		182420	93.40	442
657390 2-H2_S182_L001_R1_001_92872	465		4456252	91.80	465
658370 2-C2_S122_L001_R1_001_4048622	440		216888	95.50	440
659361 2-F11_S167_L001_R1_001_672	440		261016	93.90	440
660214 2-A10_S106_L001_R1_001_4478482	440		3931706	95.70	440
662917 2-B12_S120_L001_R1_001_124745	439		303574	92.70	439
663500 2-F8_S164_L001_R1_001_1697804	460		514182	90.40	460
667010 2-E11_S155_L001_R1_001_434004	441		289569	96.40	441
668257 2-F11_S167_L001_R1_001_4921	440		328282	94.10	440
672442 1-E2_S50_L001_R1_001_4178290	440		157382	91.40	440
68345 2-B11_S119_L001_R1_001_4216864	442		605477	92.80	442
683621 1-H11_S95_L001_R1_001_1489850	442		327927	92.80	442
687245 2-E9_S153_L001_R1_001_558742	465		817699	92.30	465
688800 2-G4_S172_L001_R1_001_3065314	443		263546	92.30	443
688923 2-F11_S167_L001_R1_001_16425	443		185670	89.20	443
694337 1-G11_S83_L001_R1_001_371143	439		157382	91.30	439
696234 2-H6_S186_L001_R1_001_1141336	440		686593	98.60	440
696563 2-F11_S167_L001_R1_001_482	440		193666	96.10	440
700540 2-F11_S167_L001_R1_001_852	440		328282	94.30	440
701221 1-D3_S39_L001_R1_001_45064	441		297872	96.80	441
702414 2-F11_S167_L001_R1_001_14122	440		297872	95.20	440
708680 2-H5_S185_L001_R1_001_1781073	440		297872	97.00	440
710432 1-H9_S93_L001_R1_001_913492	465		306089	98.30	465
712142 2-E12_S156_L001_R1_001_3800205	441		198417	92.70	441
712677 2-D3_S135_L001_R1_001_154749	439		4289859	98.90	439
716006 2-G10_S178_L001_R1_001_176442	465		1523543	99.40	465
716611 2-H2_S182_L001_R1_001_100848	440		2545405	90.90	440
719058 2-B1_S109_L001_R1_001_3869774	442		1130573	91.60	442
723530 2-E4_S148_L001_R1_001_732003	444		366392	90.80	444
724120 2-B6_S114_L001_R1_001_310390	464		316765	91.60	464
72420 2-A1_S97_L001_R1_001_1193649	440		183107	95.90	440
724472 2-G11_S179_L001_R1_001_3538203	440		197460	96.40	440
72513 1-A5_S5_L001_R1_001_623622	440		71930	95.00	440
725212 2-E5_S149_L001_R1_001_2860299	443		350341	94.80	443
727945 2-E2_S146_L001_R1_001_814772	440		319870	96.60	440
728069 1-B4_S16_L001_R1_001_4695101	440		183107	95.90	440
72820 2-F11_S167_L001_R1_001_10757	445		2088685	91.00	445
730437 2-B12_S120_L001_R1_001_127066	466		4413256	92.50	466
730906 2-B9_S117_L001_R1_001_875366	442		176582	94.10	442
73753 2-H2_S182_L001_R1_001_104581	459		196131	90.40	459
739826 1-C9_S33_L001_R1_001_2627343	440		216888	95.50	440
741701 2-E4_S148_L001_R1_001_724643	460		851822	91.10	460
744023 1-H9_S93_L001_R1_001_915123	465		289174	95.30	465
74480 1-D1_S37_L001_R1_001_663539	443		199568	93.90	443
752354 2-F11_S167_L001_R1_001_6701	440		522863	94.10	440
753638 2-F7_S163_L001_R1_001_2906163	465		215040	91.60	465
754684 1-B3_S15_L001_R1_001_1253823	442		605477	91.90	442
757622 2-B5_S113_L001_R1_001_1217513	465		4456252	90.50	465
758482 1-G11_S83_L001_R1_001_382964	443		325539	93.90	443
759751 2-E4_S148_L001_R1_001_721495	440		216888	96.60	440
759816 2-G9_S177_L001_R1_001_1311592	440		157382	92.70	440
760967 2-G10_S178_L001_R1_001_178623	460		851822	91.50	460
761968 1-A2_S2_L001_R1_001_1954216	440		183107	96.40	440
762699 2-G6_S174_L001_R1_001_1055203	442		2626509	95.00	442
763985 1-G5_S77_L001_R1_001_1300833	441		289569	97.10	441
766113 1-A5_S5_L001_R1_001_616833	443		567229	93.50	443
766563 2-G8_S176_L001_R1_001_4293193	465		292203	95.50	465
766768 1-G4_S76_L001_R1_001_1529314	465		945326	92.90	465
769075 1-A11_S11_L001_R1_001_1026157	441		289569	97.30	441
771181 1-B11_S23_L001_R1_001_3754020	443		301630	94.10	443
772282 1-G11_S83_L001_R1_001_368135	460		529442	92.40	460
772398 1-A1_S1_L001_R1_001_2458837	440		183107	96.60	440
775976 1-E8_S56_L001_R1_001_898887	440		279306	90.20	440
780650 2-F11_S167_L001_R1_001_716	440		2157225	99.50	440
782953 2-F11_S167_L001_R1_001_237	465		289174	95.50	465
787049 2-C7_S127_L001_R1_001_963410	439		183107	95.90	439
791348 2-H2_S182_L001_R1_001_94094	465		4413256	92.00	465
791522 2-E11_S155_L001_R1_001_433268	441		216888	96.40	441
792436 2-F5_S161_L001_R1_001_3975453	440		297872	96.40	440
797229 2-F11_S167_L001_R1_001_925	465		289174	95.30	465
798164 1-F5_S65_L001_R1_001_84785	442		337993	97.70	442
799443 2-G10_S178_L001_R1_001_206549	439		337993	97.90	439
799884 2-F3_S159_L001_R1_001_1146720	465		316765	91.80	465
801579 1-A12_S12_L001_R1_001_4701326	465		4341816	94.00	465
804526 1-F5_S65_L001_R1_001_78280	440		522863	93.40	440
807795 1-G9_S81_L001_R1_001_1805256	465		1668820	97.20	465
808794 1-A9_S9_L001_R1_001_3898623	440		512191	95.50	440
813217 2-C4_S124_L001_R1_001_1564659	465		289174	94.60	465
813479 2-A10_S106_L001_R1_001_4487048	447		639310	89.70	447
813654 2-F11_S167_L001_R1_001_13574	440		512191	96.10	440
814501 2-H10_S190_L001_R1_001_3027497	440		216888	93.40	440
815158 2-D4_S136_L001_R1_001_1072704	442		325539	93.20	442
816242 2-E10_S154_L001_R1_001_3467605	443		325539	93.20	443
817140 1-D3_S39_L001_R1_001_44805	465		4456252	90.30	465
817339 2-G9_S177_L001_R1_001_1314058	465		514182	91.20	465
819181 2-F11_S167_L001_R1_001_204	442		325539	93.70	442
819328 1-B7_S19_L001_R1_001_3405749	440		851865	93.40	440
819353 2-E2_S146_L001_R1_001_823698	442		325539	93.20	442
821080 2-E4_S148_L001_R1_001_711938	465		559954	95.10	465
823634 2-F11_S167_L001_R1_001_14094	441		290018	97.50	441
825808 2-G10_S178_L001_R1_001_173374	447		639310	89.90	447
826624 2-F11_S167_L001_R1_001_19471	440		3931706	96.10	440
827497 1-D3_S39_L001_R1_001_53674	465		4438565	97.00	465
827702 2-F11_S167_L001_R1_001_11371	440		328282	93.90	440
828676 2-E12_S156_L001_R1_001_3794220	443		4455886	90.50	443
834840 2-F11_S167_L001_R1_001_601	440		197460	96.40	440
836693 2-F11_S167_L001_R1_001_2248	443		569216	90.10	443
838685 1-E12_S60_L001_R1_001_2185680	443		263546	95.50	443
839610 1-D10_S46_L001_R1_001_4056146	440		294169	92.30	440
840279 1-B6_S18_L001_R1_001_1367729	460		306695	87.60	460
840914 2-E12_S156_L001_R1_001_3785061	460		4331006	92.80	460
841907 2-F7_S163_L001_R1_001_2910211	466		4413256	91.80	466
842291 2-G1_S169_L001_R1_001_4563146	440		216888	96.10	440
842596 1-F1_S61_L001_R1_001_1442045	440		3931706	94.10	440
842786 2-D5_S137_L001_R1_001_38228	443		3302038	95.70	443
843454 2-B7_S115_L001_R1_001_998846	440		183107	95.20	440
843553 1-D3_S39_L001_R1_001_46252	440		174974	95.50	440
843569 1-B8_S20_L001_R1_001_350128	466		3268451	95.10	466
844006 2-G10_S178_L001_R1_001_178847	441		157382	91.40	441
844375 1-G2_S74_L001_R1_001_3565025	453		4348122	93.40	453
844589 1-D3_S39_L001_R1_001_44670	458		328866	88.90	458
844998 1-F7_S67_L001_R1_001_3695892	440		216888	96.10	440
845273 2-G6_S174_L001_R1_001_1037313	440		216888	96.40	440
845291 2-E4_S148_L001_R1_001_719474	440		522863	95.20	440
845396 2-G10_S178_L001_R1_001_181445	443		303937	94.60	443
845444 2-G10_S178_L001_R1_001_177263	442		805185	91.20	442
846127 2-H7_S187_L001_R1_001_238971	460		194286	95.70	460
846141 2-G10_S178_L001_R1_001_171437	440		183107	95.70	440
846464 1-D8_S44_L001_R1_001_1522857	440		851865	91.10	440
846477 2-A4_S100_L001_R1_001_470745	440		216888	96.80	440
846798 2-F11_S167_L001_R1_001_2129	460		552779	88.00	460
847228 2-B6_S114_L001_R1_001_301921	460		194286	95.20	460
847934 1-E8_S56_L001_R1_001_903970	442		293471	91.60	442
848615 2-F11_S167_L001_R1_001_22431	444		303937	94.10	444
849440 2-A7_S103_L001_R1_001_326072	424		153647	89.20	424
849535 2-E12_S156_L001_R1_001_3786665	460		851822	92.20	460
850905 2-H7_S187_L001_R1_001_236145	460		552779	98.90	460
851322 1-C1_S25_L001_R1_001_2276304	440		193666	96.60	440
851323 2-H2_S182_L001_R1_001_92502	460		194286	95.40	460
851704 2-E9_S153_L001_R1_001_571999	439		4229175	92.90	439
851865 2-F11_S167_L001_R1_001_5565	440		851865	99.80	440
851938 2-D5_S137_L001_R1_001_32506	459		4390140	88.90	459
858999 2-D5_S137_L001_R1_001_32962	464		305127	91.40	464
860192 2-F5_S161_L001_R1_001_3973424	464		4465473	90.70	464
86170 2-C12_S132_L001_R1_001_4145304	437		851865	98.20	437
86428 2-G6_S174_L001_R1_001_1038667	465		215040	90.80	465
866280 2-G7_S175_L001_R1_001_4593152	446		322340	92.20	446
870421 2-A7_S103_L001_R1_001_336807	443		567229	94.40	443
874462 1-D4_S40_L001_R1_001_3179773	461		495086	89.40	461
875735 2-E5_S149_L001_R1_001_2859748	383		4403574	87.70	383
894969 2-F5_S161_L001_R1_001_3979682	465		316765	94.20	465
909065 2-F11_S167_L001_R1_001_569	440		261016	94.30	440
91359 2-G3_S171_L001_R1_001_1978300	440		174974	95.00	440
916143 1-B5_S17_L001_R1_001_2164331	465		514182	88.80	465
92231 1-C11_S35_L001_R1_001_4640308	465		708925	92.90	465
922761 2-E4_S148_L001_R1_001_746011	465		559954	94.40	465
925131 1-D3_S39_L001_R1_001_55595	460		192222	90.70	460
927328 2-B11_S119_L001_R1_001_4206420	465		4307887	92.90	465
929836 2-G9_S177_L001_R1_001_1330277	464		4465473	92.50	464
938948 1-D5_S41_L001_R1_001_1272637	443		4455886	93.50	443
949789 1-F12_S72_L001_R1_001_1333652	465		4406763	92.50	465
953855 1-F5_S65_L001_R1_001_69673	460		529442	93.30	460
958505 1-C9_S33_L001_R1_001_2630234	442		3027156	96.60	442
96459 1-G8_S80_L001_R1_001_224962	440		512191	96.10	440
965129 1-A6_S6_L001_R1_001_4364939	440		926588	94.10	440
968675 2-G10_S178_L001_R1_001_191748	465		708925	95.10	465
971907 2-D11_S143_L001_R1_001_3610775	465		708925	94.20	465
975306 1-F10_S70_L001_R1_001_4417121	440		297872	97.30	440
976470 1-F6_S66_L001_R1_001_120482	440		3931706	96.10	440
979707 1-F4_S64_L001_R1_001_3956848	461		495086	92.40	461
985239 1-F5_S65_L001_R1_001_84841	440		197460	97.70	440
988375 2-G10_S178_L001_R1_001_194143	459		4333921	89.50	459
988932 2-A7_S103_L001_R1_001_326668	441		159007	96.40	441
99566 2-F7_S163_L001_R1_001_2914873	440		193666	97.50	440
996434 1-A11_S11_L001_R1_001_1020299	465		4399328	95.30	465
997267 2-E11_S155_L001_R1_001_407546	440		4429635	89.50	440
997439 1-H5_S89_L001_R1_001_3748375	167	No search results.
New.ReferenceOTU0 2-E3_S147_L001_R1_001_680108	397	No search results.
New.ReferenceOTU1 1-F1_S61_L001_R1_001_1439820	465		559954	92.00	465
New.ReferenceOTU10 1-C12_S36_L001_R1_001_4026100	460		232888	87.00	460
New.ReferenceOTU11 2-E5_S149_L001_R1_001_2861683	440		197460	94.50	440
New.ReferenceOTU12 2-D1_S133_L001_R1_001_4346457	442		297872	91.40	442
New.ReferenceOTU13 1-E1_S49_L001_R1_001_3904324	440		182420	92.30	440
New.ReferenceOTU14 1-D10_S46_L001_R1_001_4077307	460		851822	88.00	460
